sample_type,N_rate,P_rate,K_rate,Zn_rate,global_warming,freshwater_eutrophication,terrestrial_acidification,terrestrial_ecotoxicity
OAT_N,147.0813,50.0,35.0,20.0,5201.415024928368,0.41201351635446526,25.02223796599057,13641.259651544311
OAT_N,141.8181,50.0,35.0,20.0,5167.8957655052845,0.4042845060076035,24.237891072983334,13613.9607752154
OAT_N,132.2472,50.0,35.0,20.0,5106.942451929436,0.39022963727208526,22.81159040451492,13564.318957413234
OAT_N,142.6473,50.0,35.0,20.0,5173.176615542074,0.40550218638828783,24.36146236871247,13618.261624176477
OAT_N,122.7996,50.0,35.0,20.0,5046.774387762101,0.37635583461343436,21.403664483711005,13515.316665270617
OAT_N,128.4971,50.0,35.0,20.0,5083.059533787907,0.384722614604931,22.252732811517046,13544.868144956732
OAT_N,136.6886,50.0,35.0,20.0,5135.22798901746,0.3967518341398753,23.473468784702327,13587.355366694119
OAT_N,134.8259,50.0,35.0,20.0,5123.365182259713,0.3940164587839891,23.195880443464183,13577.694016766742
OAT_N,144.9744,50.0,35.0,20.0,5187.99700401362,0.40891953324536756,24.708257788745367,13630.331698485827
OAT_N,128.4626,50.0,35.0,20.0,5082.839816800124,0.3846719513474134,22.247591458764205,13544.689202253938
OAT_N,137.2046,50.0,35.0,20.0,5138.5141909216845,0.39750958025231264,23.550365538918722,13590.031727118532
OAT_N,141.5515,50.0,35.0,20.0,5166.197894521435,0.4038930038495108,24.198161083304864,13612.577988996127
OAT_N,137.6909,50.0,35.0,20.0,5141.611245158166,0.3982237119082784,23.62283625902614,13592.55404121618
OAT_N,140.9711,50.0,35.0,20.0,5162.501554240016,0.4030406863230406,24.111667137283167,13609.567602193169
OAT_N,130.0019,50.0,35.0,20.0,5092.643015620223,0.3869324137328299,22.47698520637137,13552.67315884558
OAT_N,140.8121,50.0,35.0,20.0,5161.4889455137145,0.40280719478839405,24.08797220720486,13608.742909736813
OAT_N,129.9499,50.0,35.0,20.0,5092.311847986466,0.386856051721499,22.469235921062744,13552.403448105131
OAT_N,134.6007,50.0,35.0,20.0,5121.9309716612015,0.3936857525349176,23.16232007708912,13576.525961790812
OAT_N,140.9165,50.0,35.0,20.0,5162.15382822457,0.4029605062111431,24.103530387709114,13609.284405915701
OAT_N,140.9839,50.0,35.0,20.0,5162.583072426788,0.4030594831258296,24.113574653666824,13609.633992529272
OAT_N,120.6016,50.0,35.0,20.0,5032.776186627441,0.3731280711344857,21.07610815470396,13503.916199741858
OAT_N,147.0113,50.0,35.0,20.0,5200.969222344461,0.4119107213392122,25.01180623576741,13640.896579393702
OAT_N,149.4698,50.0,35.0,20.0,5216.626445952086,0.4155210291249242,25.378183503676347,13653.648191997185
OAT_N,121.2704,50.0,35.0,20.0,5037.035511886249,0.37411020408021856,21.175775885750326,13507.385094803572
OAT_N,125.3602,50.0,35.0,20.0,5063.081846281393,0.3801160762713941,21.785257175273998,13528.597844539474
OAT_N,141.7171,50.0,35.0,20.0,5167.252536062791,0.40413618748559543,24.22283957651849,13613.43691396954
OAT_N,135.2294,50.0,35.0,20.0,5125.934915725516,0.3946089986219127,23.256011916964795,13579.786868377676
OAT_N,127.5113,50.0,35.0,20.0,5076.7813596848355,0.38327496709012315,22.10582424503153,13539.755051727328
OAT_N,142.4241,50.0,35.0,20.0,5171.755142160245,0.4051744171396522,24.32820005177236,13617.103942690568
OAT_N,121.7735,50.0,35.0,20.0,5040.239558742866,0.37484900653984504,21.25075022111131,13509.994546217364
OAT_N,122.7255,50.0,35.0,20.0,5046.302473883993,0.37624701874728783,21.392621752146212,13514.932327465482
OAT_N,133.0321,50.0,35.0,20.0,5111.9411726166945,0.3913822630931165,22.928559905259977,13568.39003357043
OAT_N,121.3973,50.0,35.0,20.0,5037.843688284788,0.3742965567578704,21.19468712239773,13508.043292745144
OAT_N,133.8062,50.0,35.0,20.0,5116.871112333866,0.3925190291117944,23.043919939056316,13572.40509288154
OAT_N,144.3548,50.0,35.0,20.0,5184.051014285216,0.4080096505103555,24.61592207379871,13627.117991278543
OAT_N,143.5295,50.0,35.0,20.0,5178.795001820959,0.406797697280521,24.492931974467712,13622.837370623003
